record_key,date,date_precision,calendar,kind,direction,sender,recipient,place,language,language_detail,period,edition_of_record,tboo_volume,tboo_page_first,tboo_page_last,witness_class,witness_lines,translation_grade,collated,hven_kassel,concerns_press,abstract,tekstnet_url,letter_page
brahe-t_15920928001,1592-09-28,day,os,letter,from,Tycho Brahe,Thaddaeus Hagecius,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,341,343,unmarked-only,1,A,yes,no,yes,Reports receiving no letter from Hagecius all summer and attributes the silence to courier faithlessness rather than any failure on Hagecius's part.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15920928001/,letters/brahe-t_15920928001.html
brahe-t_15921001001,1592-10-01,day,os,letter,from,Tycho Brahe,Peter Young,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,343,344,copies-only,1,A,yes,no,no,Complains of Young's long silence despite several letters and renews a request to obtain a poem from the King of Scots through Young's good offices.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15921001001/,letters/brahe-t_15921001001.html
brahe-t_15921105001,1592-11-05,day,os,letter,to,Heinrich Brucaeus,Tycho Brahe,Rostock,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,344,345,unmarked-only,1,A,yes,no,yes,Reports finding no printer's assistant via Myliander and questions how Craig can refute the parallax evidence placing the recent comet in the supralunary region.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15921105001/,letters/brahe-t_15921105001.html
brahe-t_15921117001,1592-11-17,day,os,letter,to,"Christian IV, King of Denmark",Tycho Brahe,Copenhagen,Danish,"Danish, with Latin rubric",hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,63,64,draft-only,1,A,yes,no,no,"Forwards a complaint from Rasmus Pedersen of Gunderslevmagle, who alleges Brahe has denied him his leased farm and unlawfully imprisoned his brother and servant.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15921117001/,letters/brahe-t_15921117001.html
brahe-t_15921202001,1592-12-02,day,ns,letter,to,Thaddaeus Hagecius,Tycho Brahe,Prague,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,344,347,copies-only,1,A,yes,no,yes,Explains his long silence by recounting months of serious illness: recurring stomach pain followed by jaundice and a continuous fever lasting through the summer.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15921202001/,letters/brahe-t_15921202001.html
brahe-t_15921222001,1592-12-22,day,os,letter,from,Tycho Brahe,"Moritz, Landgrave of Hesse-Kassel",Hven,German,German,hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,336,338,none,0,B,no,yes,yes,Reports to Moritz that the Norwegian elk repeatedly promised to his late father Wilhelm could not be delivered alive despite repeated efforts.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15921222001/,letters/brahe-t_15921222001.html
brahe-t_15921228001,1592-12-28,day,ns,letter,third,An unknown doctor of medicine,An unknown Danish student,Padua,Latin,Latin,hven,"Brahe, Astronomiae instauratae mechanica (Wandsbek 1598)",V,129,130,none,0,A,yes,no,no,"Reports Galileo's new mathematics chair at Padua, Maginus's Tabula Tetragonica under Tycho's patronage, and a Venetian plan to dispatch a mathematician to Egypt on Tycho's behalf.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15921228001/,letters/brahe-t_15921228001.html
brahe-t_15930109001,1593-01-09,day,os,letter,from,Tycho Brahe,Henrik Rantzau,Hven,Latin,Latin,hven,"Friis, Tychonis Brahei et ad eum doctorum virorum epistolae ab anno 1588 (1900–09)",VII,346,348,copies-only,1,A,yes,no,yes,"Asks Rantzau to assist with forwarding perspective drawings sent by his former architect, now supervising construction of Varberg castle in Halland.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15930109001/,letters/brahe-t_15930109001.html
brahe-t_15930419001,1593-04-19,day,os,letter,from,Tycho Brahe,Jacob Kurz,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,347,350,copies-only,1,A,yes,no,no,Thanks Kurz for securing the Imperial privilege for his astronomical works and recalls Kurz's earlier expressions of goodwill and favour toward the mathematical arts.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15930419001/,letters/brahe-t_15930419001.html
brahe-t_15930420001,1593-04-20,day,os,letter,from,Tycho Brahe,Thaddaeus Hagecius,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,349,352,copies-only,1,A,yes,no,yes,"Acknowledges Hagecius's December letter describing his serious illnesses, expresses sympathy, and advises against strong purging medicines in favour of gentle remedies suited to old age.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15930420001/,letters/brahe-t_15930420001.html
brahe-t_15930427001,1593-04-27,day,os,letter,from,Tycho Brahe,Peter Young,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,352,353,copies-only,1,A,yes,no,no,Protests Young's continuing silence and asks whether previous letters and an elegiac epistle intended for the Scottish King arrived safely.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15930427001/,letters/brahe-t_15930427001.html
brahe-t_15930801001,1593-08-01,day,os,letter,to,Peter Young,Tycho Brahe,Edinburgh,Latin,Latin / Greek,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,353,354,unmarked-only,1,A,yes,no,no,"Apologizes for prolonged silence, choosing confession over excuses, and assures Brahe his goodwill remains unchanged, with the ambassadors offered as pledges of his constancy.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15930801001/,letters/brahe-t_15930801001.html
brahe-t_15930911001,1593-09-11,day,os,letter,from,Tycho Brahe,Peter Young,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,354,356,copies-only,1,A,yes,no,no,"Accepts Young's apology for a long epistolary silence and thanks him for procuring items as requested, with news passed through the returning lord ambassadors.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15930911001/,letters/brahe-t_15930911001.html
brahe-t_15931224001,1593-12-24,day,os,letter,to,Thaddaeus Hagecius,Tycho Brahe,Prague,Latin,Latin / Greek,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,355,358,unmarked-only,1,A,yes,no,yes,"Apologizes for a year of epistolary silence, attributing it to the burdens of office, poor health, and failing memory in his sixty-eighth year.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15931224001/,letters/brahe-t_15931224001.html
brahe-t_15940000001,1594-00-00,year,os,letter,from,Tycho Brahe,Thaddaeus Hagecius,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,357,361,draft-only,1,A,yes,no,yes,"Expresses relief at Hagecius's survival, questions whether his earlier letter and two copies of the *Progymnasmata Astronomica* were received.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15940000001/,letters/brahe-t_15940000001.html
brahe-t_15940000002,1594-00-00,year,os,letter,to,Thomas Craig,Tycho Brahe,,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,363,365,unmarked-only,1,A,yes,no,no,"Thanks Tycho for favorable mention in a letter to Young, pledges devotion, and asks that any remaining offence from his brother be forgiven.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15940000002/,letters/brahe-t_15940000002.html
brahe-t_15940307001,1594-03-07,day,os,act,to,"Christian IV, King of Denmark",Tycho Brahe,Kolding,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,65,67,unmarked-only,1,A,yes,no,no,Grants Tycho a royal privilege protecting the forthcoming *Progymnasmata Astronomica* against unauthorized reprinting.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15940307001/,letters/brahe-t_15940307001.html
brahe-t_15940422001,1594-04-22,day,os,letter,to,John Craig,Tycho Brahe,Edinburgh,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,361,364,unmarked-only,1,A,yes,no,no,"Seeks to renew friendship after the cooling caused by a previous disputation, crediting Master Junius's mediation with reopening contact.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15940422001/,letters/brahe-t_15940422001.html
brahe-t_15940608001,1594-06-08,day,os,letter,to,"Christian IV, King of Denmark",Tycho Brahe,Copenhagen,Danish,"Danish, with Latin rubric",hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,67,67,unmarked-only,1,A,yes,no,no,"Orders reconsideration of Christoffer Pepeler's imprisonment on Hven, following his wife's petition that he was detained despite posting bail after his goods were seized.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15940608001/,letters/brahe-t_15940608001.html
brahe-t_15940726001,1594-07-26,day,os,letter,from,Tycho Brahe,Thomas Craig,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,364,366,draft-only,1,A,yes,no,no,"Thanks Craig for his letters, explains a missed meeting with Junius at Helsingør, and briefly addresses the dispute over comets.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15940726001/,letters/brahe-t_15940726001.html
brahe-t_15940810001,1594-08-10,day,os,act,from,Tycho Brahe,open letter / deed of declaration,Helsingør,Danish,Danish,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,68,68,unmarked-only,1,A,yes,no,no,"Declares the sale of his half-share of Knudstrup to his brother Steen Brahe, reserving the right to retain the style 'of Knudstrup' for life.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15940810001/,letters/brahe-t_15940810001.html
brahe-t_15940904001,1594-09-04,day,os,letter,to,"Christian IV, King of Denmark",Tycho Brahe,Kolding,Danish,"Danish, with Latin rubric",hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,68,69,unmarked-only,1,A,yes,no,no,Rebukes Tycho for failing to repair the Chapel of the Three Holy Kings at Roskilde Cathedral and demands completion before Christmas.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15940904001/,letters/brahe-t_15940904001.html
brahe-t_15940928001,1594-09-28,day,os,letter,to,Christoph Rothmann,Tycho Brahe,Bernburg,Latin,Latin,hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,313,315,none,0,B,no,yes,yes,"Explains his long absence by severe arthritis and nephritic pain, reports a partial recovery, and mentions searching Frankfurt catalogues.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15940928001/,letters/brahe-t_15940928001.html
brahe-t_15941023001,1594-10-23,day,os,letter,to,Cort Aslaksen,Tycho Brahe,Siegen,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,365,368,unmarked-only,1,A,yes,no,yes,"Apologizes for six months of silence due to remote location, reporting a previous letter sent via a Marburg messenger accompanying a paper-maker for Tycho's mill.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15941023001/,letters/brahe-t_15941023001.html
brahe-t_15941108001,1594-11-08,day,os,letter,to,"Christian IV, King of Denmark",Tycho Brahe,Copenhagen,Danish,"Danish, with Latin rubric",hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,69,69,unmarked-only,1,A,yes,no,no,Authorizes replacing the Roskilde chapel vaulting with beams and orders the renovation of the Chapel of the Three Holy Kings completed without delay.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15941108001/,letters/brahe-t_15941108001.html
brahe-t_15941111001,1594-11-11,day,os,letter,to,The Rector and Professors of the University of Copenhagen,Tycho Brahe,Copenhagen,Danish,"Danish, with Latin rubric",hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,69,70,unmarked-only,1,A,yes,no,no,"Presents a complaint from their miller Lauge against Tycho's servant Peder over a mill dispute, asking Tycho to punish his man or allow legal proceedings.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15941111001/,letters/brahe-t_15941111001.html
brahe-t_15941207001,1594-12-07,day,os,letter,from,Tycho Brahe,The Rector and Professors of the University of Copenhagen,Hven,Danish,"Danish, with embedded Latin",hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,69,71,unmarked-only,1,A,yes,no,no,"Responds to the mill complaint by reporting that the opposing party refused a hearing and the offered transcript of five letters, leaving no further obligation.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15941207001/,letters/brahe-t_15941207001.html
brahe-t_15950111001,1595-01-11,day,os,letter,from,Tycho Brahe,The Rector and Professors of the University of Copenhagen,Copenhagen,Danish,"Danish, with Latin rubric",hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,71,73,unmarked-only,1,A,yes,no,no,"Defends his position in the mill dispute, reporting that the opposing party refused to acknowledge the reading of five letters or accept the offered transcript.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15950111001/,letters/brahe-t_15950111001.html
brahe-t_15950114001,1595-01-14,day,os,letter,from,Tycho Brahe,Christoph Rothmann,Hven,Latin,Latin,hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,321,326,none,0,B,no,yes,yes,"Acknowledges Rothmann's long-awaited letter, condoles with him over prolonged illness from Tartareous salts, and resumes their suspended astronomical correspondence.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15950114001/,letters/brahe-t_15950114001.html
brahe-t_15950812001,1595-08-12,day,os,letter,from,Tycho Brahe,Thaddaeus Hagecius,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,367,371,unmarked-only,2,A,yes,no,yes,"Expresses joy at receiving Hagecius's letter after nearly three years of silence, having feared that advancing age and illness had proved fatal.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15950812001/,letters/brahe-t_15950812001.html
brahe-t_15950905001,1595-09-05,day,os,letter,from,Tycho Brahe,Johannes Isacius Pontanus,Hven,Latin,Latin,hven,"Crato, Contra vitam monasticam ad Bern. Mattium epistola",VII,370,374,none,0,A,yes,no,no,"Replies to two letters, notes that an expected visitor has not arrived, and complains that the globe-maker Sphaeropaeus has sent neither correspondence nor globes, apparently gripped by avarice.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15950905001/,letters/brahe-t_15950905001.html
brahe-t_15960000001,1596-00-00,year,unmarked,letter,to,Holger Rosenkrantz,Tycho Brahe,,Latin,Latin,hven,"Friis, Tychonis Brahei et ad eum doctorum virorum epistolae ab anno 1588 (1900–09)",VII,374,375,copies-only,1,A,yes,no,no,"Affirms the family bond with Tycho, professes sincere regard and admiration for his learning, and promises faithful service in whatever matter Tycho may require.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15960000001/,letters/brahe-t_15960000001.html
brahe-t_15960000002,1596-00-00,year,unmarked,letter,to,Hartwig von Dassel,Tycho Brahe,Lüneburg,Latin,Latin / Greek,hven,"Dassel, Poematum libri IV, with the Epistolarum familiarium liber (1596)",VII,3,376,none,0,B,no,no,no,"Explains that admiration for Tycho long deterred him from writing to so eminent a man, but a forwarded letter from Rantzau has now prompted him to make contact.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15960000002/,letters/brahe-t_15960000002.html
brahe-t_15960122001,1596-01-22,day,os,letter,from,Tycho Brahe,Holger Rosenkrantz,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,373,375,copies-only,1,A,yes,no,no,"Asks Rosenkrantz to prevent a defendant from fleeing to court, where Tycho is pressing a legal suit requiring testimony in defence of his reputation.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15960122001/,letters/brahe-t_15960122001.html
brahe-t_15960219001,1596-02-19,day,os,letter,from,Tycho Brahe,Cort Aslaksen,Hven,Latin,Latin,hven,"Aslaksen, Sphaericorum libri tres",VII,376,377,none,0,A,yes,no,yes,"Thanks Aslaksen for Pitiscus's book on triangles, praises it, and invites Pitiscus to correspond, expressing a wish that more clergymen possessed skill in geometry.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15960219001/,letters/brahe-t_15960219001.html
brahe-t_15960325001,1596-03-25,day,os,letter,from,Tycho Brahe,Johannes Isacius Pontanus,Hven,Latin,Latin,hven,"Crato, Contra vitam monasticam ad Bern. Mattium epistola",VII,376,379,none,0,A,yes,no,no,"Responds to news that Pontanus is now in England, commends his literary studies there, and urges him to secure an English publication privilege before Pentecost.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15960325001/,letters/brahe-t_15960325001.html
brahe-t_15960331001,1596-03-31,day,os,letter,from,Tycho Brahe,The Rector and Professors of the University of Copenhagen,,Danish,"Danish, with Latin rubric",hven,Danske Magazin,XIV,71,75,none,0,A,yes,no,no,"Presses the rector of the University of Copenhagen for a definitive written reply from the consistory on two pending matters, having received only vague assurances thus far.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15960331001/,letters/brahe-t_15960331001.html
